SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
454	1	1	Fa2_2223.jpg	50	conj	5.250000e+01	-999	60	3.016864e+00	6.033539e+00	1.154815e+01	1.460013e+01
454	1	2	Fa2_2221.jpg	80	conj	8.025000e+01	2.828877e+03	60	2.251721e+01	2.553393e+01	3.152177e+01	3.463374e+01
454	1	3	Fa3_1211.jpg	40	summ	45	-999	60	3.851749e+01	4.153414e+01	4.551397e+01	4.855093e+01
454	1	4	Fa2_2121.jpg	30	conj	30	-999	60	5.351767e+01	5.653435e+01	6.151376e+01	6.455165e+01
454	1	5	Fa3_1121.jpg	50	summ	4.875000e+01	-999	60	6.950244e+01	7.251986e+01	7.951318e+01	8.255482e+01
454	1	6	Fa3_1111.jpg	30	summ	3.075000e+01	-999	60	8.851816e+01	9.153483e+01	9.901377e+01	1.020583e+02
454	1	7	Fa3_1231.jpg	70	summ	8.250000e+01	-999	60	1.095185e+02	1.125351e+02	1.165136e+02	1.196016e+02
454	1	8	Fa2_2122.jpg	90	conj	9.075000e+01	-999	60	1.255125e+02	1.285297e+02	1.350130e+02	1.381186e+02
454	1	9	Fa2_2322.jpg	40	conj	4.050000e+01	-999	60	1.450157e+02	1.480329e+02	1.535137e+02	1.565521e+02
454	1	10	Fa2_2323.jpg	70	conj	7.050000e+01	2.390368e+03	60	1.635022e+02	1.665196e+02	1.710136e+02	1.740207e+02
454	1	11	Fa3_1321.jpg	80	summ	7.725000e+01	-999	60	1.800054e+02	1.830226e+02	1.910126e+02	1.940575e+02
454	1	12	Fa2_2221.jpg	80	conj	78	2.530034e+03	60	1.990086e+02	2.020259e+02	2.070137e+02	2.100270e+02
454	1	13	Fa3_1321.jpg	80	summ	78	2.672866e+03	60	2.145113e+02	2.175285e+02	2.235137e+02	2.265298e+02
454	1	14	Fa2_2322.jpg	40	conj	3.675000e+01	-999	60	2.340148e+02	2.370320e+02	2.450126e+02	2.480533e+02
454	1	15	Fa3_1331.jpg	90	summ	8.175000e+01	-999	60	2.525177e+02	2.555351e+02	2.610131e+02	2.640869e+02
454	1	16	Fa2_2323.jpg	70	conj	8.175000e+01	-999	60	2.685041e+02	2.715213e+02	2.755138e+02	2.785722e+02
454	1	17	Fa3_1121.jpg	50	summ	5.025000e+01	2.412478e+03	60	2.865072e+02	2.895243e+02	2.965135e+02	2.995259e+02
454	1	18	Fa2_2223.jpg	50	conj	51	1.999953e+03	60	3.070108e+02	3.100280e+02	3.175129e+02	3.205295e+02
454	1	19	Fa3_1331.jpg	90	summ	8.925000e+01	-999	60	3.275143e+02	3.305315e+02	3.345138e+02	3.375546e+02
454	1	20	Fa2_2122.jpg	90	conj	90	-999	60	3.455175e+02	3.485346e+02	3.565136e+02	3.595548e+02
454	1	21	Fa3_1211.jpg	40	summ	2.850000e+01	-999	60	3.655052e+02	3.685219e+02	3.740134e+02	3.770559e+02
454	1	22	Fa3_1231.jpg	70	summ	78	-999	60	3.820071e+02	3.850242e+02	3.930135e+02	3.960593e+02
454	1	23	Fa2_2121.jpg	30	conj	2.250000e+01	-999	60	4.035108e+02	4.065280e+02	4.105136e+02	4.135623e+02
454	1	24	Fa3_1111.jpg	30	summ	60	-999	60	4.180130e+02	4.210305e+02	4.270154e+02	4.300557e+02
