SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
415	2	1	Fc1_1211.jpg	70	conj	6.975000e+01	1.299637e+03	60	3.011174e+00	6.028380e+00	1.401383e+01	1.703032e+01
415	2	2	Fc1_3221.jpg	80	conj	7.725000e+01	2.109731e+03	60	2.401485e+01	2.703205e+01	3.251370e+01	3.552326e+01
415	2	3	Fc1_1221.jpg	50	conj	5.025000e+01	2.410020e+03	60	3.951752e+01	4.253468e+01	4.851371e+01	5.152344e+01
415	2	4	Fc1_1211.jpg	70	conj	6.750000e+01	1.476811e+03	60	5.750693e+01	6.052361e+01	6.651359e+01	6.952370e+01
415	2	5	Fc3_1112.jpg	70	summ	6.825000e+01	-999	60	7.700707e+01	8.002459e+01	8.501377e+01	8.805931e+01
415	2	6	Fc1_2231.jpg	90	conj	8.925000e+01	2.332193e+03	60	9.251012e+01	9.552726e+01	1.030138e+02	1.060291e+02
415	2	7	Fc3_1112.jpg	70	summ	7.125000e+01	2.751956e+03	60	1.135137e+02	1.165309e+02	1.210137e+02	1.240322e+02
415	2	8	Fc1_2211.jpg	40	conj	4.125000e+01	-999	60	1.300165e+02	1.330338e+02	1.380137e+02	1.410580e+02
415	2	9	Fc3_1111.jpg	90	summ	90	-999	60	1.470080e+02	1.500248e+02	1.550138e+02	1.580582e+02
415	2	10	Fc1_2231.jpg	90	conj	90	1.578167e+03	60	1.640083e+02	1.670250e+02	1.715138e+02	1.745250e+02
415	2	11	Fc1_3231.jpg	30	conj	30	-999	60	1.825090e+02	1.855262e+02	1.895138e+02	1.925607e+02
415	2	12	Fc3_1213.jpg	50	summ	5.025000e+01	1.600386e+03	60	1.985118e+02	2.015289e+02	2.065134e+02	2.095304e+02
415	2	13	Fc3_1211.jpg	80	summ	7.950000e+01	2.619961e+03	60	2.175150e+02	2.205322e+02	2.260139e+02	2.290257e+02
415	2	14	Fc1_2211.jpg	40	conj	39	2.562150e+03	60	2.370185e+02	2.400356e+02	2.455138e+02	2.485259e+02
415	2	15	Fc3_1211.jpg	80	summ	78	1.945957e+03	60	2.525093e+02	2.555260e+02	2.600138e+02	2.630261e+02
415	2	16	Fc3_1312.jpg	40	summ	4.125000e+01	2.713003e+03	60	2.710095e+02	2.740263e+02	2.810138e+02	2.840266e+02
415	2	17	Fc1_3221.jpg	80	conj	7.875000e+01	2.415960e+03	60	2.910111e+02	2.940283e+02	2.980138e+02	3.010295e+02
415	2	18	Fc1_3231.jpg	30	conj	2.925000e+01	1.585789e+03	60	3.080141e+02	3.110312e+02	3.190138e+02	3.220268e+02
415	2	19	Fc1_1221.jpg	50	conj	5.025000e+01	1.329956e+03	60	3.300179e+02	3.330351e+02	3.395139e+02	3.425270e+02
415	2	20	Fc3_1313.jpg	30	summ	2.925000e+01	2.380255e+03	60	3.500104e+02	3.530272e+02	3.575139e+02	3.605272e+02
415	2	21	Fc3_1312.jpg	40	summ	3.825000e+01	2.130450e+03	60	3.660106e+02	3.690274e+02	3.765138e+02	3.795275e+02
415	2	22	Fc3_1111.jpg	90	summ	8.850000e+01	1.682384e+03	60	3.835109e+02	3.865276e+02	3.940138e+02	3.970294e+02
415	2	23	Fc3_1313.jpg	30	summ	3.075000e+01	1.668415e+03	60	4.020137e+02	4.050307e+02	4.100137e+02	4.130322e+02
415	2	24	Fc3_1213.jpg	50	summ	48	1.454567e+03	60	4.200167e+02	4.230339e+02	4.270138e+02	4.300281e+02
